ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,track_titles,track_ids,total_plays,total_likes,ep_engagement_rate,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,vid_exist,vid_ytplaylist,vid_yturl,created_at,playlist_names_clean
When Did Seduction Become so Untrue? EPx16 Vol. 02 ䷶ KNOWsutra Flamenco Techno,https://soundcloud.com/bananasutra/sets/when-did-seduction-become-so-untrue-how-do-kids-learn-now-epx16-vol-02-knowsutra-flamenco-techno,1,,KNOWsutra,"INDIE,WORLD","FADO,FLAMENCO,GIPSY",16,"[01] How Do Kids Learn? KNOWsutra Gipsy Fado Flamenco Techno WORLD 4, [02] How Do Kids Learn? KNOWsutra Gipsy Fado Flamenco Techno WORLD, [03] How Do Kids Learn? KNOWsutra Gipsy Fado Flamenco Techno WORLD, [04] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno WORLD, [05] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno WORLD, [06] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno WORLD, [07] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno WORLD, [08] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno WORLD 2, [09] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno WORLD, [10] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno WORLD 10, [11] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno Arabesk WORLD 11, [12] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno Arabesk WORLD, [13] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno Arabesk WORLD 13, [14] How Do Kids Learn? KNOWsutra Gipsy Fado Flamenco Techno Arabesk WORLD, [15] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno Arabesk WORLD, [16] How Do Kids Learn KNOWsutra Gipsy Fado Flamenco Techno Arabesk WORLD","2151723270, 2151723249, 2151723243, 2151723267, 2151723255, 2151723288, 2151723276, 2151723252, 2151723246, 2151723261, 2151723279, 2151723273, 2151723264, 2151723258, 2151723282, 2151723285",3422,21,0.613676,1:12:03,https://i1.sndcdn.com/artworks-vJJyHyvScNYFs8IL-ASDhig-t500x500.png,https://i1.sndcdn.com/artworks-vJJyHyvScNYFs8IL-ASDhig-t1080x1080.png,When Did Seduction Become so Untrue?,L-293,checked,,"A 16-track shadow-walk that refuses to stop asking why. Track 1000 on SoundCloud. A milestone song asking: when did consent become a ruse, and liberty a cover for contempt? A nod to Lucille Clifton. The naked truth, served warm.",Ask: (Naked) TRUTH,,,,2025-08-12T02:17:39Z,"INDIEsutra (Best Of), KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter"
When We Duende (All Night) EPx9 ☯ DUB + BURLESQUEsutra,https://soundcloud.com/bananasutra/sets/when-we-duende-all-night-epx9-dub-burlesquesutra,1,,SHOWsutra,"BURLESQUE,DUB,JAZZ","BURLESQUE,DUB,JAZZ",9,"When We Duende 1 - FLOWsutra DUB, When We Duende 2 - FLOWsutra DUB, When We Duende 3 - FLOWsutra DUB, When We Duende 4 - SHOWsutra JAZZ DUB, When We Duende 5 - SHOWsutra BURLESQUE, When We Duende 6 - SHOWsutra BURLESQUE, When We Duende 7 - SHOWsutra BURLESQUE, When We Duende 8 - SHOWsutra BURLESQUE, When We Duende 9 - SHOWsutra BURLESQUE","2113230138, 2113230120, 2113230123, 2113230117, 2113230126, 2113230114, 2113230129, 2113230132, 2113230135",2474,21,0.848828,0:29:29,https://i1.sndcdn.com/artworks-9BOw1039glUsyHSi-RcOVWw-t500x500.png,https://i1.sndcdn.com/artworks-9BOw1039glUsyHSi-RcOVWw-t1080x1080.png,When We Duende (All Night),L-294,checked,,"A 9-track glow-up that says thank you with its whole chest. Eyes closed tight, finding the light. Blessed be fools who are grateful. When we duende, all night. The sound: burlesque, dub, and jazz. Where trust gets tender.",Trust: WET (my friend),,,,2025-06-14T09:24:26Z,"BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), FLOWsutra : WET (my friend), HIDDEN PEELS, JAZZsutra"
When We Duende · Encore ★ Arabesk Fado Soul EPx2 VOL.2,https://soundcloud.com/bananasutra/sets/when-we-duende-encore-arabesk-fado-soul-epx2-vol2,1,,FLOWsutra,INDIE,"FADO,SOUL",2,"When We Duende, Encore 1 ★ Arabesk Fado Soul, When We Duende, Encore 2 ★ Arabesk Fado Soul","2114156913, 2114156916",449,4,0.890869,0:07:52,https://i1.sndcdn.com/artworks-2HTk9xJWFp1O434r-CXIyuA-t500x500.png,https://i1.sndcdn.com/artworks-2HTk9xJWFp1O434r-CXIyuA-t1080x1080.png,When We Duende (Encore),L-295,checked,,"2 tracks of beauty that bleeds. #censored. Because when consciousness longs for tenderness, imagination always matters more. Served in indie. Where trust gets tender.",Trust: WET (my friend),,,,2025-06-16T11:25:37Z,"FLOWsutra : WET (my friend), LOFIsutra"
Where Hope Expires ℧ EPx8 VOL.02,https://soundcloud.com/bananasutra/sets/where-hope-expires-epx8-vol02,1,,GROWsutra,"DUB,FOLK,INDIE,JAZZ","DUB,FOLK,INDIE,JAZZ",8,"Where Hope Expires - dem sed Indie DUB, Where Hope Expires - dem sed Dub INDIE FOLK, Where Hope Expires - String Me Jazzy INDIE, Where Hope Expires - Queen of Authentic FOLK, Where Hope Expires - Piano CAT JAZZ, Where Hope Expires - Capela pbgal JAZZ, Where Hope Expires - Rebound Dub JAZZ, Where Hope Expires - She Wanna Know Capela JAZZ","2082830316, 2082830301, 2082830298, 2082830307, 2082830295, 2082830310, 2082830313, 2082830304",1768,21,1.187783,0:26:33,https://i1.sndcdn.com/artworks-RDHQvbzOVwhs5g5O-y1W0yw-t500x500.png,https://i1.sndcdn.com/artworks-RDHQvbzOVwhs5g5O-y1W0yw-t1080x1080.png,Where Hope Expires (Hole of Fire),L-296,checked,,A 8-track shadow-walk that dares you to show up. Where hope expires... and the choice to keep going anyway. With a wink to Johnny Cash. Dare to care. That's the whole thing.,Dare: DARE (to care),,,,2025-04-22T03:58:49Z,"BLOWsutra, BLOWsutra : EGO (gone loco), DUBsutra, FOLKsutra, FOLKsutra (Best Of), INDIEsutra, JAZZsutra, JAZZsutra (Best Of), MANTRAsutra"
Where We Begin (Preakly Peaches) EPx4,https://soundcloud.com/bananasutra/sets/where-we-begin-preakly-peaches-epx4,1,,FLOWsutra,"BURLESQUE,DUB","BURLESQUE,DUB",4,"Where We Begin (one) : BURLESQUEsutra, Where We Begin (two) : INDIEsutra, Where We Begin (three) : BURLESQUEsutra, Where We Begin (four) : ROCKsutra","1992560895, 1992560891, 1992560879, 1992560863",785,9,1.146497,0:10:39,https://i1.sndcdn.com/artworks-jm4lztgC6B1n1CHp-ql6gNg-t500x500.jpg,https://i1.sndcdn.com/artworks-jm4lztgC6B1n1CHp-ql6gNg-t1080x1080.jpg,Where We Begin (Preakly Peaches),L-297,checked,,4 burlesque and dub tracks asking questions that sting. When jazzy white rabbits share crispy stories of whimsical peaches wrapped in nothing but what we felt on a psychedelic blue day in the S.F. Bay. Where trust gets tender.,"Trust: WET (my friend),EP: Peachy",,,,2024-12-23T12:00:10Z,"BURLESQUEsutra, BURLESQUEsutra (Best Of), FLOWsutra : WET (my friend), FLOWsutra where time is space, HIDDEN PEELS, INDIEsutra, ROCKsutra"
Who Knows Where How Happiness Truly Grows ☰ GROWsutra EPx29,https://soundcloud.com/bananasutra/sets/who-knows-where-how-happiness-truly-grows-growsutra-epx29,1,,GROWsutra,"BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA","BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA",29,"[01] Who Knows Where How Happiness Truly Grows • Accordion Cello DUENDE BURLESQUE, [02] Who Knows Where How Happiness Truly Grows • Cello DUENDE BURLESQUE, [03] Who Knows Where How Happiness Truly Grows • Cello DUENDE BURLESQUE, [04] Who Knows Where How Happiness Truly Grows • Accordion Cello DUENDE BURLESQUE, [05] Who Knows Where How Happiness Truly Grows • Accordion Cello DUENDE BURLESQUE, [06] Who Knows Where How Happiness Truly Grows • Fanfare DUENDE BURLESQUE, [07] Who Knows Where How Happiness Truly Grows • DUENDE JAZZ, [08] Who Knows Where How Happiness Truly Grows • DUENDE JAZZ, [09] Who Knows Where How Happiness Truly Grows • Burlesque DUENDE JAZZ, [10] Who Knows Where How Happiness Truly Grows • DUENDE JAZZ, [11] Who Knows Where How Happiness Truly Grows • DUENDE JAZZ, [12] Who Knows Where How Happiness Truly Grows • Burlesque DUENDE JAZZ, [13] Who Knows Where How Happiness Truly Grows • Burlesque DUENDE JAZZ, [14] Who Knows Where How Happiness Truly Grows • DUENDE JAZZ, [15] Who Knows Where How Happiness Truly Grows • DUENDE JAZZ, [16] Who Knows Where How Happiness Truly Grows • Indie DUENDE FOLK, [17] Who Knows Where How Happiness Truly Grows • Indie DUENDE FOLK, [18] Who Knows Where How Happiness Truly Grows • DUENDE FOLK, [19] Who Knows Where How Happiness Truly Grows • DUENDE FOLK, [20] Who Knows Where How Happiness Truly Grows • Jazzy DUENDE FOLK, [21] Who Knows Where How Happiness Truly Grows • Dubby DUENDE FOLK, [22] Who Knows Where How Happiness Truly Grows • DUENDE DUB, [23] Who Knows Where How Happiness Truly Grows • DUENDE DUB, [24] Who Knows Where How Happiness Truly Grows • DUENDE DUB, [25] Who Knows Where How Happiness Truly Grows • DUENDE DUB, [26] Who Knows Where How Happiness Truly Grows • DUENDE DUB, [27] Who Knows Where How Happiness Truly Grows • DUENDE DUB, [28] Who Knows Where How Happiness Truly Grows • DUENDE LOFI DUB, [29] Who Knows Where How Happiness Truly Grows • Drum DUENDE MANTRA","2125306893, 2125306881, 2125306911, 2125306890, 2125306947, 2125306938, 2125306899, 2125306878, 2125306944, 2125306923, 2125306905, 2125306866, 2125306875, 2125306908, 2125306926, 2125306941, 2125306902, 2125306884, 2125306872, 2125306929, 2125306935, 2125306887, 2125306896, 2125306932, 2125306914, 2125306869, 2125306920, 2125306917, 2125306863",5517,45,0.815661,1:48:44,https://i1.sndcdn.com/artworks-Ooj55UF0JzVS0KFh-9aN0SA-t500x500.png,https://i1.sndcdn.com/artworks-Ooj55UF0JzVS0KFh-9aN0SA-t1080x1080.png,Who Knows Where How Happiness Truly Grows,L-300,checked,checked,"Twenty-nine tracks asking where happiness actually grows when it isn't for sale. The whole sutra in one line: ""I dare to care, no fear, no fail."" Burlesque slides into jazz, folk, dub, and closes on a mantra. The brave answer to a market that calls everything that doesn't scale worthless.",Dare: KIND(ness),,,,2025-07-06T04:05:12Z,"BURLESQUEsutra, DUBsutra, FOLKsutra, FOLKsutra (Best Of), GROWsutra : KIND(ness), HIDDEN PEELS, INDIEsutra, JAZZsutra, KNOWsutra : but(t) WHY, LOFIsutra, MANTRAsutra"
Who Needs a Big D? EP x8 VOL. 1 - JAZZ 'n DUB,https://soundcloud.com/bananasutra/sets/who-needs-a-big-d-ep-x8-vol-1-jazz-n-dub,1,,SHOWsutra,"BURLESQUE,DUB,FOLK,JAZZ,LOFI","BURLESQUE,DUB,FOLK,JAZZ,LOFI",8,"[1] Who Needs a Big D? OG BURLESQUE, [2] Who Needs a Big D? - pbgal folk JAZZ, [3] Who Needs a Big D? - pbgal Piano JAZZ, [4] Who Needs a Big D - IBYN Piano JAZZ, [5] Who Needs a Big D? - oh boy Cello BURLESQUE, [6] Who Needs a Big D - dubmuse Reggae DUB, [7] Who Needs a Big D - bruh LOFI DUB, [8] Who Needs a Big D? - Anonymous DUB","2074302272, 2074302288, 2074302280, 2074302300, 2074302292, 2074302296, 2074302276, 2074302284",1912,16,0.836820,0:25:49,https://i1.sndcdn.com/artworks-jhyk7fARubhfUtQC-VqNUCQ-t500x500.png,https://i1.sndcdn.com/artworks-jhyk7fARubhfUtQC-VqNUCQ-t1080x1080.png,Who Needs A Big D?,L-301,checked,,"8 burlesque, dub, and folk tracks steeped in equal parts fury and love. Who needs a big D? (The answer is funnier than you think.) All the world's a stage. Dress accordingly.",Play: B.J. (is for banana jokes),,,,2025-04-09T03:13:29Z,"BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, HIDDEN PEELS, JAZZsutra, SHOWsutra : B.J. (is for Banana Jesters), SHOWsutra where bananas play"
Who's Your Vladdy? EPx10 ☿ BLOWsutra World Peace Fusion Indie,https://soundcloud.com/bananasutra/sets/whos-your-vladdy-epx10-blowsutra-world-peace-fusion-indie,1,,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,DUB,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK,SOUL",10,"[01] Who's Your Vladdy • BLOWsutra Psychedelic Gipsy Clarinet Dream INDIE, [02] Who's Your Vladdy • BLOWsutra Psychedelic Gipsy Clarinet Dream INDIE, [03] Who's Your Vladdy • BLOWsutra Psychedelic World Soul FUSION, [04] Who's Your Vladdy • BLOWsutra Psychedelic World Soul FUSION, [05] Who's Your Vladdy • BLOWsutra (She Wanna Know) Psychedelic Hip Hop Fusion LOFI, [06] Who's Your Vladdy • BLOWsutra (She Wanna Know) Psychedelic Hip Hop Fusion LOFI, [07] Who's Your Vladdy • BLOWsutra Psychedelic Poetry Folk DUB, [08] Who's Your Vladdy • BLOWsutra Psychedelic Poetry Folk DUB, [09] Who's Your Vladdy • BLOWsutra Psychedelic Queen of Authentic Banjo Folks BLUES, [10] Who's Your Vladdy • BLOWsutra Psychedelic Burlesque Punk ROCK","2172422133, 2172422130, 2172422115, 2172422124, 2172422121, 2172422139, 2172422136, 2172422142, 2172422127, 2172422118",2434,25,1.027116,0:43:06,https://i1.sndcdn.com/artworks-HdcKeFj5zjo8xoo9-37TalQ-t500x500.png,https://i1.sndcdn.com/artworks-HdcKeFj5zjo8xoo9-37TalQ-t1080x1080.png,Who's Your Vladdy?,L-302,checked,,"10 banjo, blues, and burlesque tracks built on nerve and a prayer. Who's your Vladdy in the dark? Whose whispers leave a bloody mark? If you can't answer, history already did. Quack quack. You know who you are.",Quack: DUCK (shady),,,,2025-09-18T05:53:34Z,"BANJOsutra, BLOWsutra, DUBsutra, DUBsutra (Best Of), INDIEsutra, LOFIsutra, LOFIsutra (Best Of), QUACKsutra : DUCK (shady), QUACKsutra where we sing FU, ROCKsutra, WORLDsutra : Russian(ish)"
Who's Your Vladdy? EPx2 VOL.02 ☿ BLOWsutra World Peace LOFI + ROCK,https://soundcloud.com/bananasutra/sets/whos-your-vladdy-epx2-vol02-blowsutra-world-peace-lofi-rock,2,,QUACKsutra,"BURLESQUE,LOFI,ROCK","BURLESQUE,GIPSY,LOFI,PSYCHEDELIC,PUNK,ROCK",2,"Who's Your Vladdy BLOWsutra Gipsy World Peace Fusion LOFI, Who's Your Vladdy BLOWsutra Psychedelic Burlesque Punk ROCK","2173877436, 2173877439",709,9,1.269394,0:08:37,https://i1.sndcdn.com/artworks-301rwrEjz0M0tuZV-1dVJMg-t500x500.png,https://i1.sndcdn.com/artworks-301rwrEjz0M0tuZV-1dVJMg-t1080x1080.png,Who's Your Vladdy?,L-302,checked,,"A 2-track shadow-walk that holds ego up to a funhouse mirror. Who's your Vladdy in the dark? Whose whispers leave a bloody mark? If you can't answer, history already did. Served in burlesque, lo-fi, and rock. This is Vol. 2—the saga deepens. Quack quack. You know who you are.",Quack: DUCK (shady),,,,2025-09-20T18:14:32Z,"BLOWsutra, HIDDEN PEELS, KNOWsutra where questions matter, LOFIsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU, ROCKsutra, ROCKsutra (Best Of), WORLDsutra : Russian(ish)"
Why Trust an Old · Mean Religion? EPx9 VOL. 01,https://soundcloud.com/bananasutra/sets/why-trust-an-old-mean-religion-epx9-vol-01,1,,GROWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,LOFI","BANJO,BLUES,DUB,FOLK,INDIE,LOFI,SOUL",9,"[01] Why Trust an Old, Mean Religion Kindness Understands FOLK, [09] Why Trust an Old, Mean Religion AD1 Capela DUBstep LOFI, [08] Why Trust an Old, Mean Religion AD2 Soul INDIE, [07] Why Trust an Old Mean Religion (Bruh) Dub LOFI, [06] Why Trust an Old, Mean Religion Bruh DUB, [05] Why Trust an Old Mean Religion - Muse DUB, [04] Why Trust an Old, Mean Religion Kindness Understands Banjo BLUES, [03] Why Trust an Old Mean Religion (Hide your pets) Folk BANJO, [02] Why Trust an Old, Mean Religion (Hide your pets) Soul Folk BANJO","2082813384, 2082813387, 2082813372, 2082813363, 2082813366, 2082813375, 2082813369, 2082813378, 2082813381",1776,13,0.731982,0:29:51,https://i1.sndcdn.com/artworks-Z6c6IDbs2ejUVhp8-iueiCg-t500x500.png,https://i1.sndcdn.com/artworks-Z6c6IDbs2ejUVhp8-iueiCg-t1080x1080.png,"Why trust an old, mean religion?",L-303,checked,,"9 banjo, blues, and dub tracks for the ones who still give a damn. Why trust an old, mean religion? (Still waiting on the good answer.) Holy questions, no holy answers.",Dare: GOD (etc.),,,,2025-04-22T03:01:57Z,"BANJOsutra, BLUESsutra, DUBsutra, FOLKsutra, GROWsutra : GOD (etc), GROWsutra where we be brave, INDIEsutra, INDIEsutra (Best Of), KNOWsutra : but(t) WHY, LOFIsutra, MANTRAsutra, Questions for the (kind) POPE in the Sky"
Why We Can't Be Brave? ☷ GROWsutra (Censored) Cello EPx8,https://soundcloud.com/bananasutra/sets/why-we-cant-be-brave-growsutra-censored-cello-epx8,1,,GROWsutra,"BURLESQUE,DUB,INDIE,LOFI","BURLESQUE,DUB,FLAMENCO,HIP HOP,INDIE,LOFI,PSYCHEDELIC",8,"[01] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Accordion Cello Waltz BURLESQUE, [02] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Cello Drama Duende Dream INDIE, [03] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Flamenco Dub Cello Fusion INDIE, [04] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Flamenco Dub Cello Fusion INDIE, [05] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Flamenco Dub Cello Fusion INDIE, [06] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Flamenco Dub Cello Fusion INDIE, [07] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Hip Hop Cello Indie Dub Fusion LOFI, [08] Why We Can't Be Brave - GROWsutra (Censored) Psychedelic Hip Hop Cello Indie Dub Fusion LOFI","2222937434, 2222937428, 2222937440, 2222937449, 2222937431, 2222937443, 2222937446, 2222937437",6277,65,1.035527,0:28:47,https://i1.sndcdn.com/artworks-rB89JSlaccuJ12aJ-01Yopg-t500x500.png,https://i1.sndcdn.com/artworks-rB89JSlaccuJ12aJ-01Yopg-t1080x1080.png,Why We Can't Be Brave?,L-304,checked,,"8 burlesque, dub, and indie tracks that won't let you look away. Bravery has a dress code. (Nobody told the women.) Dare to care. That's the whole thing.",Dare: DARE (to care),,,,2025-12-02T22:33:38Z,"BLOWsutra : CENSOR(ed), BURLESQUEsutra, DUBsutra (Best Of), GROWsutra : DARE (to care), GROWsutra where we be brave, HIDDEN PEELS, INDIEsutra, INDIEsutra (Best Of), LOFIsutra, LOFIsutra (Best Of), MANTRAsutra, MANTRAsutra (Best Of)"
Why You Lie (to the People's Face) EP x7 ☠ QUACKsutra,https://soundcloud.com/bananasutra/sets/why-you-lie-to-the-peoples-face-quacksutra,1,,QUACKsutra,"BURLESQUE,FOLK,INDIE","BURLESQUE,FOLK,HIP HOP,INDIE,RAGGA",7,"[1] Project 2025 Vol. 2  ☠ Why You Lie (to the People's face) ☠ Accordion BURLESQUE, [2] Project 2025 Vol. 2  ☠ Why You Lie (to the People's face) ☠ Indie BURLESQUEsutra, [3] Project 2025 Vol. 2  ☠ Why You Lie (to the People's face) ☠ FOLKsutra, [4] Project 2025 Vol. 2  ☠ Why You Lie (to the People's face) ☠ Folk BLUESsutra, [5] Project 2025 Vol. 2  ☠ Why You Lie (to the People's face) ☠ Ragga DUBsutra, [6] Project 2025 Vol. 2  ☠ Why You Lie (to the People's face) ☠ Hip Hop LOFIsutra, [7] Project 2025 Vol. 2  ☠ Why You Lie (to the People's face) ☠ Drum LOFIsutra","2045146244, 2045146248, 2045146268, 2045146260, 2045146252, 2045146256, 2045146264",1484,15,1.010782,0:21:42,https://i1.sndcdn.com/artworks-OY8Egh3zRPXQxH74-PbCZmw-t500x500.png,https://i1.sndcdn.com/artworks-OY8Egh3zRPXQxH74-PbCZmw-t1080x1080.png,Why You Lie (To The People's Face)?,L-305,checked,,"7 tracks of circus critique. Same lie. New hat. Why you lying to the people's face? Served in burlesque, folk, and indie. Quack quack. You know who you are.",Quack: DUCK (shady),,,,2025-03-02T06:57:03Z,"BLUESsutra, BURLESQUEsutra, DUBsutra, FOTUS CIRCUS Playlist An American Freaks Show, LOFIsutra, LOFIsutra (Best Of), QUACKsutra : DUCK (shady), QUACKsutra where we sing FU"
Win-Win After Midnight ⭐︎ FLOWsutra (Wet My Friend) Indie Folk EPx4,https://soundcloud.com/bananasutra/sets/win-win-after-midnight-flowsutra-folk-epx4,1,,FLOWsutra,"BANJO,FOLK","BANJO,FOLK",4,"[01] Win-Win After Midnight • FLOWsutra (Wet, My Friend) Tzigane LoFi Fusion JAZZ, [02] Win-Win After Midnight • FLOWsutra (Wet, My Friend) Southern Blues Banjo FOLK, [03] Win-Win After Midnight • FLOWsutra (Wet, My Friend) Southern Blues Banjo FOLK, [04] Win-Win After Midnight • FLOWsutra (Wet, My Friend) Southern Jazz Banjo FOLK","2308946942, 2308946951, 2308946945, 2308946948",5804,78,1.343901,0:11:34,https://i1.sndcdn.com/artworks-uJrRNfc2mPG53hUI-tdlVIw-t500x500.png,https://i1.sndcdn.com/artworks-uJrRNfc2mPG53hUI-tdlVIw-t1080x1080.png,Win-Win After Midnight,L-345,checked,,"A quick 11-minute burst of tender awe, across 4 tracks. After midnight, the only fair game is the one where you both win. Honest wrapped in skin. A gentler no. A deeper yes. The sound: banjo and folk. Where trust gets tender.",Trust: WET (my friend),,,,2026-04-25T04:53:55Z,"FLOWsutra : WET (my friend), FLOWsutra where time is space, FOLKsutra, FOLKsutra (Best Of), JAZZsutra"
WIN-WIN DUB EPx3 ⚭ French-English GROWsutra Fusion Soul,https://soundcloud.com/bananasutra/sets/win-win-dub-epx3-french-english-growsutra-fusion-soul,1,,GROWsutra,DUB,"DUB,HIP HOP,RAGGA,SOUL",3,"[01] Win Win Dub ⚭ French GROWsutra Soulful Hip Hop Ragga DUB, [02] Win Win Dub ⚭ French GROWsutra Soulful Hip Hop Ragga DUB, [03] Win Win Dub ⚭ French GROWsutra Soulful Hip Hop Ragga DUB","2184157683, 2184157687, 2184157691",781,7,0.896287,0:08:12,https://i1.sndcdn.com/artworks-oBETDaFyMMJRa4Qg-sDo0ng-t500x500.png,https://i1.sndcdn.com/artworks-oBETDaFyMMJRa4Qg-sDo0ng-t1080x1080.png,WIN-WIN (Franglish Dub),L-307,checked,,"A quick 8-minute burst of stubborn hope, across 3 tracks. Kindness ain't weakness, it's holy steel. Win-win, c'est ma religion — en français-anglais fusion soul. The sound: dub. En français, évidemment. Kindness as rebellion.","Dare: KIND(ness),World: FRENCHsutra",,,,2025-10-07T09:27:15Z,"DUBsutra, DUBsutra (Best Of), FRENCHsutra oui oui · sacrebleu, GROWsutra : KIND(ness), GROWsutra where we be brave, OUI OUI : Pardon (my French), SHOWsutra: (shades of) FOOLS"
Woke 'em Whacks EPx4 : BLUES & DUBsutra (Music Therapy),https://soundcloud.com/bananasutra/sets/woke-em-whacks-epx4-blues-dubsutra-music-therapy,1,,QUACKsutra,BLUES,BLUES,4,"Woke-N-Whack-A-Musk ☆ BLUESsutra (1), Woke-N-Whack-A-Musk ☆ BLUESsutra (2), Woke-N-Whack-A-Musk ☆ DUBsutra (1), Woke-N-Whack-A-Musk ☆ DUBsutra (2)","2016126063, 2016126059, 2016126035, 2016126007",1155,19,1.645022,0:12:56,https://i1.sndcdn.com/artworks-w61imgKjvg3ASHMz-HXgbbA-t500x500.jpg,https://i1.sndcdn.com/artworks-w61imgKjvg3ASHMz-HXgbbA-t1080x1080.jpg,Woke 'em Whacks,L-309,checked,,"4 tracks of ego in the mirror. If you're not racist, you're woke. If you're not sexist, you're woke. Super-woke, actually. Stay wide awake, forever woke. The sound: blues. Quack quack. You know who you are.",Quack: DUCK (shady),,,,2025-01-23T05:57:03Z,"BLOWsutra, BLUESsutra, BLUESsutra (Best Of), DUBsutra, FOLKsutra, FOLKsutra (Best Of), HIDDEN PEELS, INDIEsutra, JAZZsutra, LOFIsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU"
