ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,created_at,playlist_names_clean
Question the Nation • EPx10 • BLOWsutra Psychedelic Dub Revolution,https://soundcloud.com/bananasutra/sets/question-the-nation-blowsutra-psychedelic-revolution-epx10,1,,BLOWsutra,"BLUES,DUB,INDIE,JAZZ,LOFI","ACOUSTIC,BLUES,DUB,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,TRIP HOP",10,4013,44,0:35:59,https://i1.sndcdn.com/artworks-kMicgGnKLarUxkiZ-jURgUg-t500x500.png,https://i1.sndcdn.com/artworks-kMicgGnKLarUxkiZ-jURgUg-t1080x1080.png,Question The Nation,L-200,checked,,A 10-track shadow-walk that refuses to stop asking why. Question the nation. Truth is on sabbatical. Or what(TF)? A nod to Hannah Arendt. Bertrand would approve. Probably.,Ask: BERTRAND (knows),2026-02-15 04:08:15,"BLOWsutra, BLUESsutra, DUBsutra, LOFIsutra, LOFIsutra (Best Of)"
Rainbows in the Clouds • GLOWsutra Dub LoFi Blues,https://soundcloud.com/bananasutra/sets/rainbows-in-the-clouds-glowsutra-dub-lofi-blues,1,,GLOWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,COUNTRY,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI",14,16106,184,0:33:40,https://i1.sndcdn.com/artworks-OuzjTqyXc8wz8Uv9-0cXu0Q-t500x500.png,https://i1.sndcdn.com/artworks-OuzjTqyXc8wz8Uv9-0cXu0Q-t1080x1080.png,Rainbows in the Clouds,L-202,checked,checked,"Fourteen tracks of gratitude with teeth. Maya Angelou said be a rainbow in someone's cloud; Banana spent an EP figuring out what that means in practice, and dedicated this version to her friend Sri, who left after a brave five-year battle and who would have laughed at every verse. Beyond labels, lines, tiers, bias, noise, and fears: a song for everyone daring not to fit the square.",Bless: RAINBOWS (in my clouds),2026-01-24 05:17:34,"BLUESsutra, BLUESsutra (Best Of), DUBsutra, DUBsutra (Best Of), FOLKsutra, GLOWsutra : RAINBOWS (in my clouds), GLOWsutra where gratitude feeds, INDIEsutra, LOFIsutra, LOFIsutra (Best Of)"
Read Me Harder (BB is for Banned Books) ☆ SHOWsutra Side A+B EPx19,https://soundcloud.com/bananasutra/sets/read-me-harder-bb-is-for-banned-books-showsutra-side-ab-epx19,1,,SHOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,FOLK,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,ROCK",19,9680,68,1:02:22,https://i1.sndcdn.com/artworks-AsBdOuYSmx4CVzKs-Y8zKhQ-t500x500.png,https://i1.sndcdn.com/artworks-AsBdOuYSmx4CVzKs-Y8zKhQ-t1080x1080.png,Read Me Harder (BB is for Banned Books),L-203,checked,,A 19-track shadow-walk that lights up whatever it touches. They banned the books but not the beat. BB is for Banned Books — and Badass Brains. Read harder. Inspired by Margaret Atwood. Resonated: 9k plays and 67 likes so far. Uncensored. Obviously.,Speak: CENSOR(ed),2025-10-21 03:56:20,"BLOWsutra : CENSOR(ed), BLUESsutra, BLUESsutra (Best Of), BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, ROCKsutra, SHOWsutra where bananas play"
Reason over Reverence (No need for God) ☷ KNOWsutra EPx6,https://soundcloud.com/bananasutra/sets/reason-over-reverence-no-need-for-god-knowsutra-epx6,1,,KNOWsutra,"BANJO,BLUES","BANJO,BLUES",6,1752,16,0:19:56,https://i1.sndcdn.com/artworks-52aEtWxS2ijbwMuq-syAe6A-t500x500.png,https://i1.sndcdn.com/artworks-52aEtWxS2ijbwMuq-syAe6A-t1080x1080.png,Reason Over Reverence,L-205,checked,,"A 19-minute ride of holy doubt, across 6 tracks. They built heaven on fear. Reason is a better foundation. A nod to Bertrand Russell. Holy questions, no holy answers.",Dare: GOD (etc.),2025-06-24 01:57:03,"BANJOsutra, BLUESsutra, BURLESQUEsutra, DUBsutra, FOLKsutra, GROWsutra : GOD (etc), INDIEsutra, JAZZsutra, KNOWsutra : BERTRAND (mon chéri)"
Relative Steve - KNOWsutra Hip de la HoP EPx2 Bass Interlude,https://soundcloud.com/bananasutra/sets/relative-steve-knowsutra-hip-de-la-hop-epx2-bass-interlude,1,,BLOWsutra,LOFI,"LOFI,HIP HOP",2,362,7,0:03:54,https://i1.sndcdn.com/artworks-lhsvkiQu3Jgy5T0S-iRyHyQ-t500x500.png,https://i1.sndcdn.com/artworks-lhsvkiQu3Jgy5T0S-iRyHyQ-t1080x1080.png,Relative Steve,L-206,checked,,"2 tracks of clarity with claws. Is truth relative, Steve? A vintage hip hop song asking the dumb recycled questions. Yo. Served in lo-fi. Ego, meet your reflection.",Speak: EGO (gone loco),2025-08-08 01:02:52,"KNOWsutra : (naked) TRUTH, KNOWsutra where questions matter, LOFIsutra"
RHINOCEROSS ♦ EPx7 ♦ BLOWsutra Surreal Real Poetry,https://soundcloud.com/bananasutra/sets/rhinoceross-epx7-blowsutra-surreal-real-poetry,1,,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,PSYCHEDELIC,ROCK",7,1780,21,0:33:21,https://i1.sndcdn.com/artworks-WaElY6xZh0PPyRbQ-4p9Ziw-t500x500.png,https://i1.sndcdn.com/artworks-WaElY6xZh0PPyRbQ-4p9Ziw-t1080x1080.png,Rhinoceross,L-208,checked,,"7 tracks of circus critique. When everyone who is right becomes a rhinoceros. One song on the far right lane, looking out at a world gone insane. With a wink to Eugene Ionesco. The apes are at it again.",Speak: APES (gone wrong),2025-09-24 17:55:19,"BLOWsutra, BLOWsutra : APES (gone wrong), BLUESsutra, DUBsutra, INDIEsutra, LOFIsutra, ROCKsutra"
Rise Up · You Naked Peoples (Freedom Rings) ☆ BLOWsutra Victor Hugo Revolution Song,https://soundcloud.com/bananasutra/sets/rise-up-you-naked-peoples-blowsutra-victor-hugo-revolution,1,,BLOWsutra,FOLK,FOLK,2,566,5,0:06:41,https://i1.sndcdn.com/artworks-XITSzbW3Jfw7E2Bb-d1yIpQ-t500x500.png,https://i1.sndcdn.com/artworks-XITSzbW3Jfw7E2Bb-d1yIpQ-t1080x1080.png,"Rise Up, You Naked Peoples (Freedom Rings)",L-209,checked,,"A 2-track bright spell that dares you to show up. Victor Hugo would approve. Rise up, ye naked peoples. Freedom rings. Heed the call. Channeling Victor Hugo, obviously. Revolution as a daily practice.",Speak: REVOLT (now),2026-02-16 00:22:03,"BLOWsutra, FOLKsutra"
RUN (now · if you can),https://soundcloud.com/bananasutra/sets/run-now-if-you-can,1,,QUACKsutra,"BLUES,DUB,FOLK","BLUES,DUB,FOLK",22,9631,84,1:17:34,https://i1.sndcdn.com/artworks-5ysLQg1Z7QHERkaa-XU5K0Q-t500x500.jpg,https://i1.sndcdn.com/artworks-5ysLQg1Z7QHERkaa-XU5K0Q-t1080x1080.jpg,RUN (Now If You Can),L-210,checked,checked,"Twenty-two tracks of plain sense. RUN is the alarm bell, written when the freakshow stopped being funny and the duck purge began. The unedited description is part of the work; it harmonizes with the local chaos. Sharp medicine. Not a permanent address.",Quack: DUCK (shady),2025-05-19 05:33:22,"BANJOsutra, BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, FOLKsutra"
Second Hand Smoke (of) Arrogant Hearts - BLOWsutra EGO Therapy EPx6,https://soundcloud.com/bananasutra/sets/second-hand-smoke-of-arrogant-hearts-blowsutra-ego-therapy-epx6,1,,BLOWsutra,"BANJO,BURLESQUE,DUB,INDIE,LOFI,MANTRA","BANJO,BURLESQUE,DUB,GIPSY,INDIE,LOFI,MANTRA,SOUL,TRIP HOP",6,4697,50,0:17:53,https://i1.sndcdn.com/artworks-Tee0LuKXPZj5MLJY-pyJfiA-t500x500.png,https://i1.sndcdn.com/artworks-Tee0LuKXPZj5MLJY-pyJfiA-t1080x1080.png,Arrogant Hearts (Second Hand Smoke),L-18,checked,,"A 17-minute ride of ego in the mirror, across 6 tracks. You didn't start the fire. You're still choking. The sound: banjo, burlesque, and dub. Ego, meet your reflection.",Speak: EGO (gone loco),2025-11-06 23:12:09,"BANJOsutra, BLOWsutra, BLOWsutra : EGO (gone loco), BLUESsutra, LOFIsutra, LOFIsutra (Best Of), MANTRAsutra, MANTRAsutra (Best Of)"
Secret de Polichinelle 🎪 French EPx10 🎪 KNOWsutra Psychedelic Gipsy Circus,https://soundcloud.com/bananasutra/sets/secret-de-polichinelle-french-epx10-knowsutra-psychedelic-gipsy-circus,1,,BLOWsutra,"BURLESQUE,INDIE,JAZZ","BURLESQUE,GIPSY,INDIE,JAZZ,PSYCHEDELIC",10,5425,55,0:35:11,https://i1.sndcdn.com/artworks-xr4XjkoXh1PH9F6I-IQ3wCQ-t500x500.png,https://i1.sndcdn.com/artworks-xr4XjkoXh1PH9F6I-IQ3wCQ-t1080x1080.png,Secret De Polichinelle,L-212,checked,,"A 10-track dark bloom that stays wide awake through the circus. Chut. Fais semblant de ne pas voir. Le roi est nu. Tout le monde le sais. Personne ne le dit. (C'est un secret de Polichinelle, comme on dit chez nous.) Burlesque, indie, and jazz grooves from end to end. En français, évidemment. Uncensored. Obviously.","Speak: CENSOR(ed),World: FRENCHsutra",2025-11-11 23:41:22,"BURLESQUEsutra, BURLESQUEsutra (Best Of), FRENCHsutra oui oui · sacrebleu, OUI OUI : Pardon (my French)"
Segggsting • SHOWsutra EPx6 • French Burlesque Jazz Cabaret,https://soundcloud.com/bananasutra/sets/segggsting-showsutra-epx6-burlesque-jazz-cabaret,1,,SHOWsutra,"BANJO,BURLESQUE,JAZZ","BANJO,BURLESQUE,CABARET,JAZZ",6,1240,6,0:21:22,https://i1.sndcdn.com/artworks-ysjQ1M8gFBitUZAA-QR72zg-t500x500.png,https://i1.sndcdn.com/artworks-ysjQ1M8gFBitUZAA-QR72zg-t1080x1080.png,Segggsting,L-213,checked,,"6 tracks of sacred fooling. Segsting — c'est pas du s3xe, mais c'est presque aussi bien. Parfois mieux. Un cheeky cabaret romp en français. Bo Burnham walked in and stayed. En français, évidemment. Where trust gets tender.","Trust: WET (my friend),World: FRENCHsutra",2025-07-22 05:12:28,"BANJOsutra, BURLESQUEsutra, FRENCHsutra oui oui · sacrebleu, INDIEsutra, JAZZsutra, LOFIsutra, SHOWsutra where bananas play"
Seminal Bollocks - Merry Psychedelic GROWsutra (God Etc.) EPx10,https://soundcloud.com/bananasutra/sets/seminal-bollocks-merry-psychedelic-growsutra-god-etc-epx10,2,,GROWsutra,"BURLESQUE,FOLK,INDIE,LOFI,ROCK","BURLESQUE,COUNTRY,FADO,FOLK,GIPSY,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",10,9176,76,0:36:45,https://i1.sndcdn.com/artworks-WZTqldC4Qw8BIhVK-eZYyAA-t500x500.png,https://i1.sndcdn.com/artworks-WZTqldC4Qw8BIhVK-eZYyAA-t1080x1080.png,Seminal Bollocks,L-214,checked,,"A 10-track shadow-walk that dances where gods fear to tread. Who fact-checked the prophets? (Nobody's answering.) Channeling Nina Hagen, obviously. This is Vol. 2—the saga deepens. One of the heavier hitters: 9k+ plays.",Dare: GOD (etc.),2025-12-26 06:19:48,"BURLESQUEsutra, BURLESQUEsutra (Best Of), FOLKsutra, GROWsutra : GOD (etc), GROWsutra where we be brave, INDIEsutra, LOFIsutra, LOFIsutra (Best Of), ROCKsutra"
Seminal Bollocks EP,https://soundcloud.com/bananasutra/sets/seminal-bollocks-ep,1,,GROWsutra,ROCK,ROCK,2,581,10,0:05:05,https://i1.sndcdn.com/artworks-Ik066z1d2sgR1wBb-CC1jVQ-t500x500.jpg,https://i1.sndcdn.com/artworks-Ik066z1d2sgR1wBb-CC1jVQ-t1080x1080.jpg,Seminal Bollocks,L-214,checked,,"2 rock tracks for the ones who still give a damn. Who fact-checked the prophets? (Nobody's answering.) With a wink to Nina Hagen. Holy questions, no holy answers.",Dare: GOD (etc.),2024-12-21 05:40:52,"DUBsutra, GROWsutra : GOD (etc), INDIEsutra, KNOWsutra where questions matter, Questions for the (kind) POPE in the Sky, ROCKsutra, SINGLEsutra Exclusive SoundCloud (woo)"
Serial BLOWerrr ✰ RAGGA DUBsutra,https://soundcloud.com/bananasutra/sets/serial-blowerrr,1,,BLOWsutra,DUB,"DUB,FLAMENCO,RAGGA",7,1519,15,0:23:25,https://i1.sndcdn.com/artworks-L6YErpavAldzq4cD-HRzVlg-t500x500.png,https://i1.sndcdn.com/artworks-L6YErpavAldzq4cD-HRzVlg-t1080x1080.png,Serial Blowers,L-216,checked,,7 tracks of circus critique. Power. Gender. Color. Favors. Why are we still asking the same questions? The sound: dub. The apes are at it again.,Speak: APES (gone wrong),2025-01-31 13:03:25,"BLOWsutra, BLOWsutra : APES (gone wrong), DUBsutra, QUACKsutra where we sing FU"
Shades of Fools EPx9,https://soundcloud.com/bananasutra/sets/shades-of-fools-epx9,1,,KNOWsutra,BANJO,"BANJO,RAGGA",9,1749,16,0:26:00,https://i1.sndcdn.com/artworks-vmrDjbUos6J6FBAc-PCByYA-t500x500.png,https://i1.sndcdn.com/artworks-vmrDjbUos6J6FBAc-PCByYA-t1080x1080.png,Shady Fools,L-218,checked,,9 tracks of gleeful absurdity. We're all fools on show. The question is what shade. Banjo grooves from end to end. Because why not ask why.,Ask: But(t) WHY,2025-02-25 03:59:53,"BANJOsutra, BLUESsutra, BURLESQUEsutra, GROWsutra where we be brave, INDIEsutra, KNOWsutra where questions matter, ROCKsutra, SHOWsutra: (shades of) FOOLS"
Shady Fools (Oh Can’t You See?) • Vol. 2 EPx9 • BLOWsutra Ego Gone Loco LoFi Burlesque,https://soundcloud.com/bananasutra/sets/shady-fools-oh-cant-you-see-vol-2-epx9-blowsutra-ego-gone-loco-lofi-burlesque,2,,BLOWsutra,"BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BURLESQUE,DUB,FADO,FOLK,HIP HOP,INDIE,LOFI,PSYCHEDELIC,ROCK",9,1819,21,0:29:15,https://i1.sndcdn.com/artworks-3Pm91yJCMrEECvrj-EP3ozg-t500x500.png,https://i1.sndcdn.com/artworks-3Pm91yJCMrEECvrj-EP3ozg-t1080x1080.png,Shady Fools,L-218,checked,,"A 9-track luminous ride that wears the fool's crown with pride. We're all fools on show. The question is what shade. Served in burlesque, dub, and folk. This is Vol. 2—the saga deepens. Because why not ask why.",Ask: But(t) WHY,2025-11-22 01:27:59,"BLOWsutra, BURLESQUEsutra, INDIEsutra, LOFIsutra, ROCKsutra"
Sidération - Spoken Words Intro - EPx3 VOL. 1 of 4,https://soundcloud.com/bananasutra/sets/sideration-spoken-words-intro-epx3-vol-1-of-4,1,,BLOWsutra,LOFI,LOFI,3,515,2,0:09:55,https://i1.sndcdn.com/artworks-lf1lRd9pToH4z1il-dFOkVA-t500x500.png,https://i1.sndcdn.com/artworks-lf1lRd9pToH4z1il-dFOkVA-t1080x1080.png,Sidération,L-223,checked,,A 3-track dark bloom that goes where the music leads. Sidération: when something is so absurd your brain just freezes. Like your soul slipped on a banana peel. The sound: lo-fi. Revolution as a daily practice.,"Speak: REVOLT (now),EP: Sidération",2025-05-26 00:35:52,"BLOWsutra : REVOLT (now), LOFIsutra, MANTRAsutra, Playlist Sidération Gone Bananas x29, QUACKsutra where we sing FU"
Sidération - The Sky Stood Still - EPx6 VOL. 2 of 4,https://soundcloud.com/bananasutra/sets/sideration-the-sky-stood-still-epx6-vol-2-of-4,2,,BLOWsutra,JAZZ,JAZZ,6,2025,21,0:18:19,https://i1.sndcdn.com/artworks-gwDy1gyG7fsttlqv-odJ2KA-t500x500.png,https://i1.sndcdn.com/artworks-gwDy1gyG7fsttlqv-odJ2KA-t1080x1080.png,Sidération (The Sky Stood Still),L-224,checked,,"6 jazz tracks steeped in equal parts fury and love. The sky stood still. The oath was mocked. The bible dropped. And we stood, turned to stone. Volume 2 hits different. Revolution as a daily practice.","Speak: REVOLT (now),EP: Sidération",2025-05-26 00:39:25,"BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, BURLESQUEsutra, JAZZsutra, MANTRAsutra, Playlist Sidération Gone Bananas x29, QUACKsutra where we sing FU"
Sidération Blues - A Song of Wrong - EPx7 Vol 3 of 4,https://soundcloud.com/bananasutra/sets/sideration-blues-a-song-of-wrong-epx7-vol-3-of-4,3,,BLOWsutra,BLUES,BLUES,7,3353,30,0:23:24,https://i1.sndcdn.com/artworks-m0yZE3BD5czpTSpy-yzAs5A-t500x500.png,https://i1.sndcdn.com/artworks-m0yZE3BD5czpTSpy-yzAs5A-t1080x1080.png,Sidération Blues,L-225,checked,,"A 7-track dark bloom that goes where the music leads. Sidération's in the marrow, where deep breaths forget to grow. This is a song that sings of wrong. The sound: blues. Vol. 3, because one wasn't enough. Revolution as a daily practice.","Speak: REVOLT (now),EP: Sidération",2025-05-26 00:46:48,"BLUESsutra, Playlist Sidération Gone Bananas x29, QUACKsutra where we sing FU"
Sidération's Calling - White House's Burning - EPx13 Vol 4 of 4,https://soundcloud.com/bananasutra/sets/siderations-calling-white-houses-burning-epx13-vol-4-of-4,4,,BLOWsutra,LOFI,"LOFI,RAGGA",13,3989,23,0:36:35,https://i1.sndcdn.com/artworks-58HtMVlI0dnLHSez-V8vJyA-t500x500.png,https://i1.sndcdn.com/artworks-58HtMVlI0dnLHSez-V8vJyA-t1080x1080.png,Sidération's Calling,L-226,checked,,"A solid half-hour of truth with teeth, across 13 tracks. White House's burning, no alarm. The new normal is illegal. Sidération's calling. The sound: lo-fi. Vol. 4, because one wasn't enough. Revolution as a daily practice.","Speak: REVOLT (now),EP: Sidération",2025-05-26 01:01:10,"BLOWsutra : REVOLT (now), BURLESQUEsutra, DUBsutra, LOFIsutra, Playlist Sidération Gone Bananas x29, QUACKsutra where we sing FU"
Sing Your Own Gospel • Vol. 2 EPx7 • GROWsutra (God · Etc) Revolutionary Gipsy JAZZ,https://soundcloud.com/bananasutra/sets/sing-your-own-gospel-vol-2-epx7-growsutra-god-etc-revolutionary-gipsy-jazz,1,,GROWsutra,"BLUES,FOLK,INDIE,JAZZ","BLUES,FOLK,GIPSY,INDIE,JAZZ",7,6428,95,0:21:46,https://i1.sndcdn.com/artworks-kWzeemU5Sy6IEyqW-Ipy4sA-t500x500.png,https://i1.sndcdn.com/artworks-kWzeemU5Sy6IEyqW-Ipy4sA-t1080x1080.png,Sing Your Own Gospel,L-227,checked,,"7 blues, folk, and indie tracks built on nerve and a prayer. Don't look for God in a book. It's in the music. Ralph Waldo Emerson walked in and stayed. One of the heavier hitters: 6k+ plays. Holy questions, no holy answers.",Dare: GOD (etc.),2026-01-04 05:10:23,"BLUESsutra, FOLKsutra, GROWsutra : GOD (etc), GROWsutra where we be brave, JAZZsutra, JAZZsutra (Best Of)"
So · What Is Racism • EPx9 Vol. 2 • KNOWsutra Gipsy Jazz + LoFi,https://soundcloud.com/bananasutra/sets/so-what-is-racism-knowsutra-jazz-lofi-epx9-vol2,2,,KNOWsutra,"JAZZ,LOFI","GIPSY,JAZZ,LOFI",9,7632,67,0:29:01,https://i1.sndcdn.com/artworks-NK0wy8xSKMBP4LSI-DlE3WA-t500x500.png,https://i1.sndcdn.com/artworks-NK0wy8xSKMBP4LSI-DlE3WA-t1080x1080.png,"So, What Is Racism?",L-228,checked,,"A solid half-hour of truth with teeth, across 9 tracks. So, what is racism? (It's in the jokes when the room gets quiet.) The sound: jazz and lo-fi. Vol. 2, because one wasn't enough. The naked truth, served warm.",Ask: (Naked) TRUTH,2026-03-27 04:14:46,"JAZZsutra, JAZZsutra (Best Of), KNOWsutra where questions matter, LOFIsutra, LOFIsutra (Best Of)"
So · What Is Racism? KNOWsutra Gone Banana EPx17,https://soundcloud.com/bananasutra/sets/so-what-is-racism-knowsutra-gone-banana-epx17,1,,KNOWsutra,"BANJO,BLUES,DUB,FOLK,JAZZ,LOFI","BANJO,BLUES,DUB,FOLK,GIPSY,JAZZ,LOFI,RAGGA",17,16697,173,0:52:18,https://i1.sndcdn.com/artworks-2Y1pH6yfxZuC4LKe-PWzeJA-t500x500.png,https://i1.sndcdn.com/artworks-2Y1pH6yfxZuC4LKe-PWzeJA-t1080x1080.png,"So, What Is Racism?",L-228,checked,,"17 tracks of truth with teeth. So, what is racism? (It's in the jokes when the room gets quiet.) Banjo, blues, and dub grooves from end to end. Over 16k plays and counting—clearly something landed. The naked truth, served warm.",Ask: (Naked) TRUTH,2025-10-05 01:34:13,"BLUESsutra, BLUESsutra (Best Of), DUBsutra, DUBsutra (Best Of), JAZZsutra, JAZZsutra (Best Of), KNOWsutra : but(t) WHY, KNOWsutra where questions matter"
some songs are more fun than others EP x8 ∞,https://soundcloud.com/bananasutra/sets/some-songs-are-more-fun-than-others-ep,1,,SHOWsutra,JAZZ,JAZZ,8,1858,31,0:23:33,https://i1.sndcdn.com/artworks-nykdkPQFrFTjZX28-gv5jEA-t500x500.jpg,https://i1.sndcdn.com/artworks-nykdkPQFrFTjZX28-gv5jEA-t1080x1080.jpg,Some Songs Are More Fun Than Others,L-229,checked,,A 8-track luminous ride that takes nothing seriously except joy. Some songs are more fun than others. This is one of those. With a wink to Dr Seuss. Be the fool worth being.,Play: (Be) The Fool,2024-12-25 05:23:30,"BURLESQUEsutra, DUBsutra, JAZZsutra, SHOWsutra : FANANA Club, SHOWsutra where bananas play"
Some Truths (Are Harder to Swallow) EPx7,https://soundcloud.com/bananasutra/sets/some-truths-are-harder-to-swallow-epx7,1,,KNOWsutra,"BLUES,INDIE,LOFI","BLUES,INDIE,LOFI",7,1195,7,0:21:48,https://i1.sndcdn.com/artworks-SUUIsI7woB0IboJy-gnp3pA-t500x500.jpg,https://i1.sndcdn.com/artworks-SUUIsI7woB0IboJy-gnp3pA-t1080x1080.jpg,Some Truths Are Harder to Swallow,L-230,checked,,"7 tracks of raw sense-making. Some truths are harder to swallow. But they go down easier as a song. A nod to Carl Sagan. The naked truth, served warm.",Ask: (Naked) TRUTH,2024-12-24 20:25:45,"BLOWsutra : CENSOR(ed), BURLESQUEsutra, GROWsutra where we be brave, JAZZsutra, ROCKsutra, SHOWsutra where bananas play"
Spit Back The Lies • BLOWsutra (Revolution Ring) EPx20,https://soundcloud.com/bananasutra/sets/spit-back-the-lies-blowsutra-epx20,1,,BLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,LOFI,ROCK","BANJO,BLUES,BURLESQUE,DUB,FLAMENCO,FOLK,GIPSY,HIP HOP,INDIE,LOFI,PSYCHEDELIC,PUNK,ROCK",20,14656,140,0:57:42,https://i1.sndcdn.com/artworks-qXPEntVNqNX60KsD-pPXHNg-t500x500.png,https://i1.sndcdn.com/artworks-qXPEntVNqNX60KsD-pPXHNg-t1080x1080.png,Spit Back the Lies,L-232,checked,,"Nearly an hour of structural outrage, across 20 tracks. They built a house of hollow prayers... Time to spit back the lies. Aleksandr Solzhenitsyn walked in and stayed. One of the heavier hitters: 14k+ plays. Revolution as a daily practice.",Speak: REVOLT (now),2026-03-06 00:52:13,"BLOWsutra, BLUESsutra, BLUESsutra (Best Of), DUBsutra, INDIEsutra, INDIEsutra (Best Of), LOFIsutra, LOFIsutra (Best Of), ROCKsutra"
SS Means Sacred Sp3rm ☠ BLOWsutra EPx19,https://soundcloud.com/bananasutra/sets/ss-means-sacred-sp3rm-blowsutra-epx19,1,,QUACKsutra,"BURLESQUE,FOLK,INDIE,JAZZ,ROCK","BURLESQUE,FOLK,INDIE,JAZZ,ROCK",19,4003,38,1:02:31,https://i1.sndcdn.com/artworks-Ewv6TYyznUIgQm3O-4hTy5Q-t500x500.png,https://i1.sndcdn.com/artworks-Ewv6TYyznUIgQm3O-4hTy5Q-t1080x1080.png,SS Means Sacred Sp3rm,L-233,checked,,"19 tracks of circus critique. A true crime story, happening now in Murica. Served in burlesque, folk, and indie. Quack quack. You know who you are.",Quack: DUCK (shady),2025-06-28 21:33:38,"BLOWsutra, BLOWsutra : CENSOR(ed), BLUESsutra, BURLESQUEsutra, FOLKsutra, INDIEsutra, JAZZsutra, LOFIsutra, MANTRAsutra, ROCKsutra"
Stymied Felon goes Stymy Stymy Yuck Encore - Freee Bonus EPx2 VOL.02,https://soundcloud.com/bananasutra/sets/stymied-felon-goes-stymy-stymy-yuck-encore-freee-bonus-epx2-vol02,2,,QUACKsutra,LOFI,"LOFI,HIP HOP",2,426,4,0:05:48,https://i1.sndcdn.com/artworks-MnjuWCHszuAJt8sg-DJvk4g-t500x500.png,https://i1.sndcdn.com/artworks-MnjuWCHszuAJt8sg-DJvk4g-t1080x1080.png,Stymy Stymy Yuck,L-234,checked,,"2 lo-fi tracks for the ones who still give a damn. Stymy. Bleh. Yuck. Sometimes politics only has one syllable. Or two, or five, like that Shimy Shimy Yeah song. You know? Volume 2 hits different. Quack quack. You know who you are.",Quack: DUCK (shady),2025-04-22 19:11:58,"BLOWsutra, DUBsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU"
